word,tags1,tags2
蠻橫,TOCFL 5,
血,HSK 3,TOCFL 3
血型,TOCFL 4,
血壓,HSK 7,TOCFL 5
血栓,HSK 7,
血汗,TOCFL 5,
血液,HSK 6,TOCFL 4
血管,HSK 6,TOCFL 4
血緣,HSK 7,
血脈,HSK 7,
血跡,TOCFL 5,
行,HSK 1,TOCFL 3
行人,HSK 2,TOCFL 4
行使,HSK 7,TOCFL 5
行列,HSK 7,TOCFL 5
行動,HSK 2,TOCFL 3
行善,TOCFL 5,
行家,HSK 7,
行情,HSK 7,
行政,HSK 7,TOCFL 5
行星,TOCFL 5,
行李,HSK 3,TOCFL 2
行業,HSK 4,TOCFL 4
行為,HSK 2,TOCFL 3
行程,HSK 6,TOCFL 4
行號,TOCFL 5,
行走,HSK 7,
行駛,HSK 5,
衍生,HSK 7,TOCFL 5
街,HSK 2,TOCFL 1
街坊,TOCFL 5,
街道,HSK 4,TOCFL 4
街頭,HSK 6,TOCFL 4
衚衕,HSK 5,
衛星,HSK 5,TOCFL 4
衛生,HSK 3,TOCFL 4
衛生紙,TOCFL 4,
衛生間,HSK 3,
衛視,HSK 7,
衝,TOCFL 5,
衝刺,HSK 7,
衝動,HSK 5,TOCFL 5
衝撞,HSK 7,
衝擊,HSK 6,TOCFL 5
衝浪,HSK 7,
衝突,HSK 5,TOCFL 5
衡量,HSK 6,TOCFL 5
衣服,HSK 1,TOCFL 1
衣架,HSK 3,
衣櫃,TOCFL 3,
衣裳,TOCFL 4,
衣食住行,HSK 7,
表,TOCFL 3,
表彰,HSK 7,
表情,HSK 4,TOCFL 4
表態,HSK 7,
表揚,HSK 4,TOCFL 4
表明,HSK 3,TOCFL 5
表格,HSK 3,TOCFL 4
表決,HSK 7,
表演,HSK 3,TOCFL 1
表率,HSK 7,
表現,HSK 3,TOCFL 3
表白,HSK 7,TOCFL 5
表示,HSK 2,TOCFL 3
表述,HSK 7,
表達,HSK 3,TOCFL 3
表面,HSK 3,TOCFL 3
表面上,HSK 6,
衰弱,HSK 7,
衰減,HSK 7,
衰竭,HSK 7,
衰老,HSK 7,
衰退,HSK 7,TOCFL 4
衷心,HSK 7,TOCFL 5
袋,HSK 4,TOCFL 3
袋子,TOCFL 2,
袖手旁觀,HSK 7,
袖珍,HSK 6,
被,HSK 3,TOCFL 2
被動,HSK 5,TOCFL 3
被告,HSK 6,
被子,HSK 3,TOCFL 5
被捕,HSK 7,
被迫,HSK 4,
裁,HSK 7,
裁判,HSK 5,TOCFL 4
裁員,TOCFL 4,
裁定,HSK 7,
裁決,HSK 7,
裁減,TOCFL 5,
裁縫,TOCFL 5,
裂,HSK 6,TOCFL 4
裂痕,HSK 7,
裂縫,HSK 7,
裏,HSK 1,
裏面,TOCFL 3,
裙子,HSK 3,TOCFL 1
補,HSK 3,TOCFL 4
補償,HSK 5,TOCFL 4
補充,HSK 3,TOCFL 4
補助,HSK 6,TOCFL 4
補救,HSK 7,TOCFL 5
補給,HSK 7,TOCFL 5
補習,HSK 6,TOCFL 4
補習班,TOCFL 5,
補考,HSK 6,
補課,HSK 6,TOCFL 4
補貼,HSK 5,
裝,HSK 2,TOCFL 2
裝修,HSK 4,
裝備,HSK 6,TOCFL 5
裝扮,HSK 7,
裝潢,TOCFL 5,
裝置,HSK 4,TOCFL 5
裝運,TOCFL 5,
裝配,TOCFL 5,
裝飾,HSK 5,TOCFL 4
裡,TOCFL 2,
裡邊,HSK 1,TOCFL 3
裡面,HSK 3,TOCFL 1
裡頭,HSK 2,TOCFL 4
裸,HSK 7,
裸露,HSK 7,
裹,HSK 7,TOCFL 4
製,HSK 7,
製作,HSK 3,TOCFL 4
製品,HSK 7,TOCFL 5
製成,HSK 5,
製造,HSK 3,TOCFL 4
複印,HSK 3,
複合,HSK 7,
複習,HSK 2,TOCFL 3
複製,HSK 4,TOCFL 4
複雜,HSK 3,TOCFL 4
褲子,HSK 3,TOCFL 1
襪子,HSK 4,TOCFL 1
襯托,HSK 7,
襯衣,HSK 3,
襯衫,HSK 3,TOCFL 2
襲擊,HSK 7,TOCFL 5
西,HSK 1,TOCFL 2
西北,HSK 2,TOCFL 3
西南,HSK 2,TOCFL 3
西方,HSK 2,TOCFL 3
西服,TOCFL 5,
西洋,TOCFL 5,
西班牙語,HSK 6,
西瓜,HSK 4,TOCFL 2
西紅柿,HSK 5,
西裝,HSK 5,TOCFL 4
西邊,HSK 1,TOCFL 2
西部,HSK 3,TOCFL 2
西醫,HSK 2,TOCFL 5
西餐,HSK 2,TOCFL 3
要,HSK 1,TOCFL 1
要不,HSK 7,TOCFL 4
要不是,HSK 7,TOCFL 3
要不然,HSK 6,TOCFL 3
要命,HSK 7,TOCFL 4
要好,HSK 6,TOCFL 4
要害,HSK 7,
要強,HSK 7,
要是,HSK 3,TOCFL 2
要求,HSK 2,TOCFL 3
要犯,TOCFL 5,
要素,HSK 6,
要緊,HSK 7,TOCFL 3
要領,HSK 7,
要麼,HSK 6,
要點,HSK 7,TOCFL 5
覆蓋,HSK 7,
見,HSK 1,TOCFL 3
見仁見智,HSK 7,
見到,HSK 2,
見外,HSK 7,
見效,HSK 7,
見義勇為,HSK 7,
見解,HSK 7,TOCFL 5
見證,HSK 7,TOCFL 5
見識,HSK 7,TOCFL 5
見過,HSK 2,
見錢眼開,HSK 7,
見面,HSK 1,TOCFL 2
規則,HSK 4,TOCFL 4
規劃,HSK 5,
規定,HSK 3,TOCFL 4
規律,HSK 4,TOCFL 4
規格,HSK 7,TOCFL 5
規模,HSK 4,TOCFL 3
規畫,TOCFL 4,
規矩,HSK 7,TOCFL 3
規範,HSK 3,TOCFL 5
親,HSK 3,TOCFL 3
親人,HSK 3,TOCFL 4
親切,HSK 3,TOCFL 3
親友,HSK 7,
親口,TOCFL 4,
親和力,HSK 7,
親密,HSK 4,
親屬,HSK 6,
親情,HSK 7,
親愛,HSK 4,TOCFL 4
親戚,HSK 7,TOCFL 4
親手,HSK 7,TOCFL 3
親朋好友,HSK 7,
親熱,HSK 7,TOCFL 5
親生,HSK 7,TOCFL 5
親眼,HSK 6,TOCFL 3
親自,HSK 3,TOCFL 3
親身,HSK 7,TOCFL 5
親近,HSK 7,
覺,HSK 6,
覺得,HSK 1,TOCFL 1
覺悟,HSK 6,TOCFL 4
覺醒,HSK 7,
觀,TOCFL 5,
觀光,HSK 6,TOCFL 4
觀察,HSK 3,TOCFL 3
觀念,HSK 3,TOCFL 3
觀感,HSK 7,TOCFL 5
觀摩,HSK 7,TOCFL 5
觀望,HSK 7,TOCFL 5
觀測,HSK 7,TOCFL 5
觀看,HSK 3,TOCFL 5
觀眾,HSK 3,TOCFL 3
觀賞,HSK 7,
觀點,HSK 2,TOCFL 3
角,HSK 2,TOCFL 4
角度,HSK 2,TOCFL 3
角色,HSK 4,TOCFL 3
角落,HSK 7,TOCFL 4
角逐,HSK 7,
解,HSK 6,TOCFL 4
解剖,HSK 7,TOCFL 5
解圍,HSK 7,
解放,HSK 5,TOCFL 5
解救,HSK 7,
解散,HSK 7,
解析,HSK 7,
解決,HSK 3,TOCFL 3
解渴,TOCFL 5,
解答,HSK 7,TOCFL 4
解約,TOCFL 5,
解脫,HSK 7,TOCFL 5
解說,HSK 6,TOCFL 5
解讀,HSK 7,
解釋,HSK 4,TOCFL 2
解開,HSK 3,
解除,HSK 5,TOCFL 4
解雇,HSK 7,
解體,HSK 7,TOCFL 5
觸動,HSK 7,
觸摸,HSK 7,
觸犯,HSK 7,
觸目驚心,HSK 7,
觸覺,HSK 7,
言行,HSK 7,
言語,HSK 5,
言論,HSK 7,TOCFL 5
言辭,HSK 7,
訂,HSK 3,TOCFL 3
訂位,TOCFL 4,
訂單,HSK 7,
訂婚,HSK 7,TOCFL 4
訂立,HSK 7,
訂購,HSK 7,TOCFL 5
計,HSK 7,TOCFL 5
計劃,HSK 2,TOCFL 2
計時,HSK 7,
計畫,TOCFL 2,
計程車,TOCFL 1,
計策,HSK 7,
計算,HSK 3,TOCFL 4
計算機,HSK 2,
計較,HSK 7,TOCFL 4
討,HSK 7,TOCFL 4
討人喜歡,HSK 7,
討價還價,HSK 7,
討厭,HSK 5,TOCFL 3
討好,HSK 7,
討論,HSK 2,TOCFL 2
訓,HSK 7,TOCFL 5
訓練,HSK 3,TOCFL 3
託付,HSK 7,
記,HSK 1,TOCFL 2
記住,HSK 1,TOCFL 4
記得,HSK 1,TOCFL 1
記性,TOCFL 4,
記憶,HSK 5,TOCFL 3
記憶猶新,HSK 7,
記者,HSK 3,TOCFL 2
記號,HSK 7,
記載,HSK 4,TOCFL 4
記錄,HSK 3,TOCFL 3
訛詐,HSK 7,
訣別,HSK 7,
訣竅,HSK 7,
訪問,HSK 3,TOCFL 3
訪談,HSK 7,
設,HSK 7,TOCFL 5
設備,HSK 3,TOCFL 3
設定,HSK 7,
設想,HSK 5,TOCFL 5
設施,HSK 4,TOCFL 5
設法,HSK 7,
設立,HSK 3,TOCFL 4
設置,HSK 4,TOCFL 4
設計,HSK 3,TOCFL 3
設計師,HSK 6,
許,HSK 7,TOCFL 4
許久,TOCFL 5,
許可,HSK 5,TOCFL 5
許可證,HSK 7,
許多,HSK 2,TOCFL 2
許願,TOCFL 4,
訴苦,HSK 7,TOCFL 5
訴訟,HSK 7,
訴說,HSK 7,
診所,HSK 7,TOCFL 5
診斷,HSK 5,TOCFL 5
註冊,HSK 5,TOCFL 4
註定,HSK 7,
詐騙,HSK 7,
評,HSK 6,
評估,HSK 5,TOCFL 5
評價,HSK 3,TOCFL 5
評判,HSK 7,
評委,HSK 7,
評定,HSK 7,
評審,HSK 7,
評論,HSK 5,TOCFL 5
評論員,HSK 7,
評選,HSK 6,
詞,HSK 2,TOCFL 3
詞典,HSK 2,TOCFL 4
詞匯,HSK 4,
詞彙,TOCFL 4,
詞語,HSK 2,
詢問,HSK 5,TOCFL 5
試,HSK 1,TOCFL 2
試卷,HSK 4,TOCFL 5
試圖,HSK 5,TOCFL 5
試探,HSK 7,
試用,HSK 7,
試用期,HSK 7,
試行,HSK 7,
試題,HSK 3,
試驗,HSK 3,TOCFL 4
試點,HSK 6,
詩,HSK 4,TOCFL 4
詩人,HSK 4,TOCFL 4
詩歌,HSK 5,
詫異,HSK 7,
話,HSK 1,
話劇,HSK 3,TOCFL 5
話筒,HSK 7,
話語,HSK 7,
話說回來,TOCFL 3,
話費,HSK 7,
話題,HSK 3,TOCFL 3
該,HSK 2,TOCFL 3
該死,TOCFL 5,
詳盡,HSK 7,
詳細,HSK 5,TOCFL 3
誇,HSK 7,TOCFL 5
誇大,HSK 7,
誇張,HSK 7,TOCFL 3
誇獎,HSK 7,TOCFL 4
誇耀,HSK 7,TOCFL 5
誇誇其談,HSK 7,
誠信,HSK 4,
誠實,HSK 4,TOCFL 3
誠心,TOCFL 5,
誠心誠意,HSK 7,TOCFL 5
誠意,HSK 7,TOCFL 4
誠懇,HSK 7,TOCFL 4
誠摯,HSK 7,TOCFL 5
認,HSK 5,TOCFL 3
認出,HSK 3,
認可,HSK 3,
認同,HSK 6,
認定,HSK 5,TOCFL 5
認得,HSK 3,TOCFL 3
認為,HSK 2,TOCFL 2
認真,HSK 1,TOCFL 2
認知,HSK 7,
認證,HSK 7,
認識,HSK 1,TOCFL 1
認錯,HSK 7,TOCFL 5
誕生,HSK 6,TOCFL 4
誕辰,HSK 7,
誘人,HSK 7,
誘惑,HSK 7,TOCFL 5
誘發,HSK 7,
誘餌,HSK 7,
語文,TOCFL 5,
語氣,HSK 7,TOCFL 4
語法,HSK 4,TOCFL 2
語言,HSK 2,TOCFL 1
語調,TOCFL 4,
語音,HSK 4,TOCFL 4
誤,HSK 6,TOCFL 4
誤區,HSK 7,
誤導,HSK 7,
誤差,HSK 7,TOCFL 5
誤會,HSK 4,TOCFL 3
誤解,HSK 5,TOCFL 5
誤點,TOCFL 4,
說,HSK 1,TOCFL 1
說不上,HSK 7,
說不定,HSK 4,TOCFL 4
說到底,HSK 7,
說實話,HSK 6,
說幹就幹,HSK 7,
說情,HSK 7,
說明,HSK 2,TOCFL 3
說明書,HSK 6,
說服,HSK 4,TOCFL 4
說法,HSK 5,TOCFL 3
說白了,HSK 7,
說真的,HSK 7,
說笑,TOCFL 5,
說老實話,HSK 7,
說話,HSK 1,TOCFL 1
說謊,HSK 7,TOCFL 5
說起來,HSK 7,TOCFL 3
說道,HSK 7,
說閒話,HSK 7,
誰,HSK 1,TOCFL 1
誰知道,HSK 7,
課,HSK 1,TOCFL 2
課堂,HSK 2,TOCFL 3
課外,TOCFL 4,
課文,HSK 1,TOCFL 3
課本,HSK 1,TOCFL 1
課業,TOCFL 5,
課程,HSK 3,TOCFL 3
課題,HSK 5,
誹謗,HSK 7,
調,HSK 3,TOCFL 4
調侃,HSK 7,
調動,HSK 5,
調和,TOCFL 5,
調度,HSK 7,TOCFL 5
調控,HSK 7,
調整,HSK 3,TOCFL 4
調料,HSK 7,
調查,HSK 3,TOCFL 3
調皮,HSK 4,TOCFL 5
調研,HSK 6,
調節,HSK 5,TOCFL 5
調解,HSK 5,
調試,HSK 7,
談,HSK 3,TOCFL 2
談不上,HSK 7,
談判,HSK 3,TOCFL 4
談到,HSK 7,
談話,HSK 3,TOCFL 3
談論,HSK 7,TOCFL 5
談起,HSK 7,
請,HSK 1,TOCFL 1
請假,HSK 1,TOCFL 1
請問,HSK 1,TOCFL 1
請坐,HSK 1,
請客,HSK 2,TOCFL 2
請帖,HSK 7,
請教,HSK 3,TOCFL 3
請柬,HSK 7,
請求,HSK 2,TOCFL 3
請進,HSK 1,
諒解,HSK 7,TOCFL 4
論,TOCFL 4,
論壇,HSK 7,
論文,HSK 4,TOCFL 4
論證,HSK 7,
論述,HSK 7,
論點,TOCFL 5,
諷刺,HSK 7,TOCFL 4
諸位,HSK 6,
諸多,HSK 7,TOCFL 5
諸如此類,HSK 7,
諾言,HSK 7,TOCFL 5
謀害,HSK 7,
謀求,HSK 7,
謀生,HSK 7,TOCFL 5
謊言,HSK 7,
謊話,HSK 7,
謎,HSK 7,TOCFL 5
謎團,HSK 7,
謎底,HSK 7,
謎語,HSK 7,TOCFL 5
謙虛,HSK 6,TOCFL 3
謙遜,HSK 7,TOCFL 5
講,HSK 2,TOCFL 2
講價,TOCFL 3,
講學,HSK 7,
講座,HSK 4,TOCFL 5
講理,TOCFL 5,
講究,HSK 4,TOCFL 3
講義,TOCFL 5,
講習,TOCFL 5,
講解,HSK 7,
講話,HSK 2,TOCFL 2
講課,HSK 6,
講述,HSK 7,
謝,TOCFL 3,
謝謝,HSK 1,TOCFL 1
謠言,HSK 7,TOCFL 5
謹慎,HSK 7,TOCFL 5
證,HSK 3,
證人,HSK 7,TOCFL 5
證件,HSK 3,TOCFL 4
證券,TOCFL 5,
證券行,TOCFL 5,
證實,HSK 5,TOCFL 4
證據,HSK 3,TOCFL 4
證明,HSK 3,TOCFL 3
證書,HSK 5,TOCFL 3
譏笑,HSK 7,
識,HSK 6,
識別,HSK 7,
識字,HSK 6,
譜,HSK 7,
警告,HSK 5,TOCFL 4
警報,TOCFL 5,
警官,HSK 7,
警察,HSK 3,TOCFL 1
警惕,HSK 7,TOCFL 5
警衛,TOCFL 5,
警覺,TOCFL 5,
警車,HSK 7,
警鐘,HSK 7,
譬如,HSK 7,TOCFL 5
譬如說,HSK 7,
譯,HSK 7,
議,HSK 7,
議員,HSK 7,TOCFL 5
議定,TOCFL 5,
議會,HSK 7,TOCFL 4
議程,HSK 7,
議論,HSK 4,TOCFL 5
議題,HSK 6,TOCFL 5
譴責,HSK 7,
護,HSK 6,TOCFL 5
護士,HSK 4,TOCFL 1
護照,HSK 2,TOCFL 2
護理,HSK 7,
讀,HSK 1,TOCFL 1
讀書,HSK 1,TOCFL 1
讀物,TOCFL 5,
讀者,HSK 3,TOCFL 3
讀音,HSK 2,
變,HSK 2,TOCFL 2
變動,HSK 5,TOCFL 4
變化,HSK 3,TOCFL 3
變幻莫測,HSK 7,
變形,HSK 6,TOCFL 5
變成,HSK 2,TOCFL 3
變換,HSK 6,
變更,HSK 6,TOCFL 3
變為,HSK 3,
變異,HSK 7,
變質,HSK 7,
變通,TOCFL 5,
變遷,HSK 7,TOCFL 5
變革,HSK 7,TOCFL 5
讓,HSK 2,TOCFL 2
讓座,HSK 6,
讓步,HSK 7,TOCFL 4
讚嘆,TOCFL 5,
讚美,TOCFL 4,
豁,HSK 7,
豁出去,HSK 7,
豁達,HSK 7,TOCFL 5
豆子,HSK 7,
豆漿,HSK 7,TOCFL 3
豆腐,HSK 4,TOCFL 3
豆製品,HSK 5,
豈有此理,HSK 7,
豐厚,HSK 7,
豐富,HSK 3,TOCFL 3
豐富多彩,HSK 7,
豐收,HSK 5,TOCFL 5
豐滿,HSK 7,
豐盛,HSK 7,TOCFL 5
豐碩,HSK 7,
象,TOCFL 4,
象徵,HSK 5,TOCFL 5
豪華,HSK 7,
豬,HSK 3,TOCFL 2
豹,HSK 7,
貓,HSK 2,TOCFL 1
貝殼,HSK 7,TOCFL 5
負,HSK 6,TOCFL 5
負擔,HSK 4,TOCFL 3
負有,HSK 7,
負責,HSK 3,TOCFL 3
負責人,HSK 5,
負面,HSK 7,TOCFL 5
財力,HSK 7,
財務,HSK 7,
財團,TOCFL 5,
財富,HSK 4,TOCFL 4
財政,HSK 7,TOCFL 5
財物,HSK 7,
財產,HSK 4,TOCFL 4
財經,HSK 7,
貢獻,HSK 6,TOCFL 3
貧困,HSK 6,
貧富,HSK 7,
貧民,TOCFL 5,
貧窮,HSK 7,TOCFL 4
貧苦,TOCFL 5,
貨,HSK 4,
貨品,TOCFL 5,
貨幣,HSK 7,TOCFL 5
貨物,HSK 7,TOCFL 4
貨車,HSK 7,
貨運,HSK 7,
販毒,TOCFL 5,
販賣,HSK 7,TOCFL 5
貪,HSK 7,TOCFL 5
貪婪,HSK 7,
貪心,TOCFL 5,
貪污,HSK 7,
貪玩,HSK 7,
貫徹,HSK 7,TOCFL 5
貫穿,HSK 7,
貫通,HSK 7,
責任,HSK 3,TOCFL 3
責備,HSK 7,TOCFL 5
責怪,HSK 7,
貯藏,HSK 7,
貴,HSK 1,TOCFL 1
貴姓,TOCFL 3,
貴族,HSK 7,TOCFL 4
貴賓,HSK 7,TOCFL 5
貴重,HSK 7,
貶,TOCFL 5,
貶值,HSK 7,TOCFL 5
買,HSK 1,TOCFL 1
買不起,HSK 7,
買主,TOCFL 5,
買單,TOCFL 4,
買賣,HSK 5,TOCFL 4
貸款,HSK 5,TOCFL 4
費,HSK 3,TOCFL 4
費力,TOCFL 5,
費勁,HSK 7,
費用,HSK 3,TOCFL 3
貼,HSK 4,TOCFL 3
貼切,HSK 7,
貼心,TOCFL 4,
貼近,HSK 7,
貿易,HSK 5,TOCFL 3
賀信,HSK 7,
賀卡,HSK 5,
賀電,HSK 7,
賄賂,HSK 7,TOCFL 5
資助,HSK 5,TOCFL 5
資料,HSK 4,TOCFL 3
資本,HSK 5,TOCFL 4
資本主義,HSK 7,
資格,HSK 3,TOCFL 4
資歷,HSK 7,
資深,HSK 7,TOCFL 5
資源,HSK 4,TOCFL 3
資產,HSK 5,
資訊,HSK 7,TOCFL 4
資金,HSK 3,TOCFL 4
賊,HSK 7,
賓館,HSK 5,TOCFL 5
賜,HSK 7,TOCFL 5
賜教,HSK 7,
賞,HSK 4,TOCFL 5
賠,HSK 5,TOCFL 4
賠償,HSK 5,TOCFL 4
賠錢,HSK 7,
賣,HSK 2,TOCFL 1
賣座,TOCFL 5,
賣弄,HSK 7,
賤,HSK 7,TOCFL 5
賦予,HSK 7,TOCFL 5
質問,HSK 7,
質地,HSK 7,
質樸,HSK 7,
質疑,HSK 7,TOCFL 5
質量,HSK 4,TOCFL 5
賬,HSK 6,
賬單,HSK 7,
賬戶,HSK 6,
賬號,HSK 7,
賭,HSK 6,TOCFL 4
賭博,HSK 6,TOCFL 5
賭場,TOCFL 5,
賴,HSK 6,
賺,HSK 6,TOCFL 4
賺錢,HSK 6,
購,HSK 7,TOCFL 5
購物,HSK 4,
購買,HSK 4,TOCFL 3
賽,HSK 6,TOCFL 5
賽場,HSK 6,
賽跑,HSK 7,TOCFL 4
賽車,HSK 7,
贈,HSK 5,TOCFL 5
贈品,TOCFL 4,
贈送,HSK 5,TOCFL 4
贊不絕口,HSK 7,
贊助,HSK 4,TOCFL 5
贊同,HSK 7,TOCFL 4
贊嘆,HSK 7,
贊嘆不已,HSK 7,
贊成,HSK 4,TOCFL 4
贊揚,HSK 7,
贊美,HSK 7,
贊許,HSK 7,
贊賞,HSK 4,
贍養,HSK 7,
贏,HSK 3,TOCFL 1
贏家,HSK 7,
贏得,HSK 4,TOCFL 4
贓物,TOCFL 5,
贖,HSK 7,
赤字,HSK 7,
赫然,HSK 7,
走,HSK 1,TOCFL 1
走廊,HSK 7,TOCFL 5
走彎路,HSK 7,
走後門,HSK 7,
走投無路,HSK 7,
走私,HSK 6,TOCFL 4
走走,TOCFL 3,
走路,HSK 1,TOCFL 1
走近,HSK 7,
走進,HSK 2,
走過,HSK 2,
走過場,HSK 7,
走道,TOCFL 4,
走開,HSK 2,
赴,HSK 7,TOCFL 4
起,HSK 1,TOCFL 2
起伏,HSK 7,TOCFL 5
起來,HSK 1,TOCFL 2
起初,HSK 7,TOCFL 4
起到,HSK 5,
起勁,HSK 7,
起床,HSK 1,TOCFL 1
起步,HSK 7,TOCFL 5
起源,HSK 7,TOCFL 5
起火,TOCFL 4,
起碼,HSK 5,TOCFL 5
起程,HSK 7,
起草,HSK 7,
起訴,HSK 6,
起跑線,HSK 7,
起飛,HSK 2,TOCFL 2
起點,HSK 6,
趁,HSK 7,TOCFL 3
趁早,HSK 7,
趁機,HSK 7,
趁著,HSK 7,
超,HSK 6,
超人,TOCFL 4,
超出,HSK 6,TOCFL 4
超前,HSK 7,
超市,HSK 2,TOCFL 2
超標,HSK 7,
超級,HSK 3,TOCFL 3
超級市場,TOCFL 2,
超脫,TOCFL 5,
超越,HSK 5,TOCFL 4
超車,HSK 7,
超速,HSK 7,TOCFL 5
超過,HSK 2,TOCFL 3
超重,TOCFL 4,
越,HSK 2,TOCFL 3
越來越,HSK 2,
越發,HSK 7,
越過,HSK 7,
趕,HSK 3,TOCFL 3
趕上,HSK 6,TOCFL 3
趕不上,HSK 6,
趕到,HSK 3,
趕往,HSK 7,
趕忙,HSK 6,TOCFL 5
趕快,HSK 3,TOCFL 3
趕緊,HSK 3,TOCFL 4
趕赴,HSK 7,
趟,HSK 6,TOCFL 4
趣味,HSK 7,TOCFL 5
趨勢,HSK 4,TOCFL 5
趨於,HSK 7,
足,HSK 6,TOCFL 4
足以,HSK 6,TOCFL 4
足夠,HSK 3,TOCFL 5
足智多謀,HSK 7,
足球,HSK 3,TOCFL 1
足跡,HSK 7,
趴,HSK 7,TOCFL 5
跌,HSK 6,TOCFL 4
跌倒,TOCFL 4,
跑,HSK 1,TOCFL 1
跑步,HSK 3,TOCFL 1
跑車,HSK 7,
跑道,HSK 7,TOCFL 5
跑龍套,HSK 7,
距,HSK 7,TOCFL 5
距離,HSK 4,TOCFL 3
跟,HSK 1,TOCFL 1
跟上,HSK 7,
跟不上,HSK 7,
跟前,HSK 5,TOCFL 5
跟蹤,HSK 7,
跟進,TOCFL 5,
跟隨,HSK 5,
跡象,HSK 7,
跨,HSK 6,TOCFL 4
跨國,HSK 7,
跨越,HSK 7,TOCFL 5
跪,HSK 6,TOCFL 4
路,HSK 1,TOCFL 1
路上,HSK 1,
路人,HSK 7,
路口,HSK 1,TOCFL 2
路子,HSK 7,
路段,HSK 7,
路況,HSK 7,
路燈,HSK 7,TOCFL 4
路程,HSK 7,
路線,HSK 3,TOCFL 4
路途,HSK 7,
路過,HSK 6,TOCFL 5
路邊,HSK 2,
路面,HSK 7,
跳,HSK 3,TOCFL 2
跳傘,HSK 7,
跳動,HSK 7,
跳槽,HSK 7,
跳水,HSK 6,
跳舞,HSK 3,TOCFL 2
跳躍,HSK 7,
跳遠,HSK 3,TOCFL 4
跳高,HSK 3,TOCFL 4
踏,HSK 6,TOCFL 4
踏上,HSK 7,
踏實,HSK 6,TOCFL 5
踢,HSK 6,TOCFL 1
踩,HSK 6,TOCFL 4
踴躍,HSK 7,TOCFL 5
踹,HSK 7,
蹦,HSK 7,
蹬,HSK 7,
蹭,HSK 7,
蹲,HSK 6,TOCFL 4
躍,TOCFL 5,
身上,HSK 1,TOCFL 3
身不由己,HSK 7,
身份,HSK 4,
身份證,HSK 3,
身價,HSK 7,
身分,TOCFL 4,
身分證,TOCFL 4,
身子,HSK 7,TOCFL 5
身影,HSK 7,
身心,HSK 7,
身教,TOCFL 5,
身材,HSK 4,TOCFL 4
身段,TOCFL 5,
身為,TOCFL 5,
身軀,HSK 7,
身邊,HSK 2,TOCFL 3
身體,HSK 1,TOCFL 1
身高,HSK 4,TOCFL 3
躲,HSK 5,TOCFL 4
躲藏,HSK 7,
躲避,HSK 7,TOCFL 5
躺,HSK 4,TOCFL 2
車,HSK 1,TOCFL 1
車主,HSK 5,
車位,HSK 7,
車型,HSK 7,
車子,TOCFL 1,
車展,HSK 6,
車廂,HSK 7,TOCFL 5
車牌,HSK 6,
車票,HSK 1,TOCFL 4
車禍,HSK 7,TOCFL 3
車站,HSK 1,TOCFL 1
車號,HSK 6,
車軸,HSK 7,
車輛,HSK 2,TOCFL 5
車輪,HSK 7,
車速,HSK 7,
車道,HSK 7,
車間,HSK 7,
軌跡,HSK 7,
軌道,HSK 6,TOCFL 5
軍,TOCFL 4,
軍事,HSK 6,TOCFL 4
軍人,HSK 5,TOCFL 3
軍備,TOCFL 5,
軍官,HSK 7,TOCFL 5
軍艦,HSK 6,TOCFL 5
軍閥,TOCFL 5,
軍隊,HSK 6,TOCFL 3
軟,HSK 5,TOCFL 4
軟件,HSK 5,
軟實力,HSK 7,
軟弱,HSK 7,TOCFL 5
軟體,TOCFL 5,
較,HSK 3,TOCFL 3
較勁,HSK 7,
較量,HSK 7,TOCFL 5
載,TOCFL 4,
載體,HSK 7,
輔助,HSK 5,
輔導,HSK 7,TOCFL 4
輕,HSK 2,TOCFL 2
輕傷,TOCFL 4,
輕型,HSK 7,
輕微,HSK 7,
輕易,HSK 4,TOCFL 5
輕視,TOCFL 4,
輕而易舉,HSK 7,
輕蔑,HSK 7,TOCFL 5
輕薄,TOCFL 5,
輕鬆,HSK 4,TOCFL 3
輛,HSK 2,TOCFL 2
輝煌,HSK 7,TOCFL 5
輩,HSK 5,
輩子,TOCFL 3,
輪,HSK 4,
輪子,HSK 4,TOCFL 4
輪廓,HSK 7,TOCFL 5
輪換,HSK 7,
輪椅,HSK 4,
輪流,HSK 7,TOCFL 4
輪胎,HSK 7,TOCFL 3
輪船,HSK 4,TOCFL 4
輸,HSK 3,TOCFL 1
輸入,HSK 3,TOCFL 4
輸出,HSK 5,TOCFL 4
輸家,HSK 7,
輸液,HSK 7,
輸血,HSK 7,TOCFL 5
輸送,HSK 7,
輻射,HSK 7,TOCFL 5
輿論,HSK 7,TOCFL 5
轉,HSK 3,TOCFL 2
轉交,HSK 7,
轉動,HSK 4,TOCFL 5
轉化,HSK 5,TOCFL 5
轉向,HSK 5,TOCFL 4
轉告,HSK 4,TOCFL 4
轉型,HSK 7,
轉學,HSK 7,
轉帳,TOCFL 5,
轉彎,HSK 4,
轉悠,HSK 7,
轉手,TOCFL 5,
轉折,HSK 7,
轉折點,HSK 7,
轉換,HSK 5,
轉播,HSK 7,TOCFL 4
轉機,HSK 7,TOCFL 4
轉眼,HSK 7,TOCFL 5
轉移,HSK 4,TOCFL 5
轉變,HSK 3,TOCFL 4
轉讓,HSK 5,
轉身,HSK 4,TOCFL 4
轉載,HSK 7,
轉達,HSK 7,TOCFL 4
轎車,HSK 7,TOCFL 5
